t,S_p,L_p,I_p,S_v,I_v
0.0,1.0,0.0,0.0,0.3,0.2
0.001,0.9999799809008378,2.0018348705941428e-5,7.504562245963558e-10,0.30058198254034846,0.20038798836023355
0.011,0.9997776900173823,0.00022221862572119937,9.135689651135688e-8,0.3063998878036894,0.20426659187082483
0.11099999999999999,0.9975458397200084,0.002444299439168564,9.860840822955751e-6,0.3643873508731343,0.24292490266459552
0.48776629994558535,0.9858068232816949,0.013963285906110864,0.00022989081219418152,0.5797660228312455,0.3865109818878572
1.1510215027552468,0.9532205429784927,0.04513842713883808,0.001641029882669119,0.9472815690593364,0.6315285352352897
1.978025905537017,0.8943593117444915,0.09961587740849383,0.006024810847014596,1.3854822438576628,0.9237202994597187
3.0490094880987555,0.7961406391352186,0.18654652636971106,0.017312834495070244,1.9214347354933294,1.2813466021438018
4.368666931108814,0.6573561176756041,0.3015431799679146,0.04110070235648116,2.535600095670459,1.6921313133109293
5.989339685509627,0.4869789606034882,0.4282825251894565,0.0847385142070552,3.2244578331747573,2.1558915945059973
7.96220155559549,0.3118507133399771,0.533813099456057,0.15433618720396566,3.972755336126953,2.6675333694517693
10.606967148921505,0.15599603041012292,0.5828066534163191,0.26119731617355785,4.834389498619441,3.277126815431077
12.914351905174144,0.08321450565320859,0.5629482006605827,0.35383729368620853,5.467722263059108,3.7498654287962285
15.285457854977295,0.04677041938081753,0.5129088553846232,0.4403207252345592,6.017886265991209,4.187522366947669
17.576517039451716,0.0309753076604885,0.4563488524204842,0.5126758399190273,6.465249293358884,4.570003794394149
19.91204751241881,0.023866893523260935,0.4011557479981268,0.5749773584786123,6.848145140177592,4.923451103442015
22.30692591584241,0.020510121443385838,0.3514630363825978,0.6280268421740164,7.17553809212122,5.251244367850339
24.86336055116891,0.01863580566194482,0.30701688980298,0.6743473045350752,7.463813900136741,5.565886531859856
27.642059815231782,0.01737678088607471,0.26784756281141947,0.7147756563025058,7.717916305961428,5.870295113060444
30.73246659318632,0.01639305096117361,0.23355016111518195,0.7500567879236444,7.941917581813591,6.16731735242496
34.17294345104113,0.015577799018051683,0.2043876394437275,0.7800345615382208,8.13411589532626,6.452120108244396
37.95122731187115,0.014901310904530517,0.1806433930561297,0.8044552960393397,8.292114589222821,6.716111242355679
42.018072496086425,0.01435086223513664,0.16219099514569763,0.8234581426191657,8.416064714136228,6.951247951994864
46.340581584750566,0.013909843194745955,0.14834951044983158,0.8377406463554224,8.509881104497909,7.154265682876875
50.87053165278434,0.013562658665702415,0.138306256419852,0.8481310849144456,8.578525821230807,7.324211706233018
55.53644365666629,0.013294752666873993,0.13124332643222222,0.8554619209009038,8.62716680596762,7.462108458442468
60.24551194292092,0.01309219530590694,0.1264101552692161,0.8604976494248769,8.660669159085467,7.570723234481161
64.91102004214588,0.01294107767714444,0.12316130934016441,0.8638976129826911,8.683308410661823,7.6543621479557995
69.48380186141007,0.01282824286791105,0.12098716964437586,0.866184587487713,8.698520380150345,7.718091743595046
70.0,0.012814003827375558,0.12079295964379802,0.8663930365288263,8.699907126820605,7.7243309535670175
