t,S_p,L_p,I_p,S_v,I_v
0.0,1.0,0.0,0.0,0.3,0.2
0.02000000000000001,0.9995940893616891,0.00040561811607690406,2.9252223348209524e-7,0.3115440281927939,0.20769601880528624
0.04000000000000003,0.9991786714183071,0.0008201989332116897,1.1296484809039583e-6,0.32226149065392223,0.21484099385156794
0.060000000000000046,0.9987407389423212,0.001256508798372752,2.752259305432771e-6,0.33226022149977474,0.2215068146011468
0.08000000000000006,0.9982649909342348,0.0017294399113161791,5.569154448181751e-6,0.34162700778573124,0.2277513392290091
0.10000000000000007,0.9977746097325916,0.0022160267210995397,9.363546308050523e-6,0.3504329145779866,0.23362194458543334
0.12000000000000009,0.9972621609246585,0.0027232919181326165,1.4547157208146811e-5,0.3587369948212255,0.239157999421672
0.1400000000000001,0.9967220758749794,0.0032562427948762264,2.1681330144542392e-5,0.36658894503584727,0.24439263493611874
0.16000000000000011,0.9963215656250521,0.003656275610561194,2.215876438711974e-5,0.37403105161981404,0.24935404178951998
0.18000000000000013,0.9958722145724758,0.004102534584691973,2.525084283283915e-5,0.381099645549239,0.25406644052410643
0.20000000000000015,0.9954574200237671,0.004515575216049038,2.7004760185205038e-5,0.3878262099864955,0.2585508197420684
0.22000000000000017,0.994903128458993,0.005060940268722353,3.593127228597004e-5,0.394238236132212,0.2628255073059026
0.24000000000000019,0.9943702828743826,0.005585826637649027,4.389048796995761e-5,0.4003598945508064,0.2669066178380752
0.2600000000000002,0.9940149587600935,0.005943209033084904,4.183220682317722e-5,0.40621256976325704,0.2708084063456927
0.2800000000000002,0.9935804157648932,0.006374926404555464,4.46578305529439e-5,0.41181528584988275,0.2745435557588966
0.3000000000000002,0.9929647951634674,0.006977187499241408,5.8017337293256907e-5,0.4171850539785173,0.27812340785978273
0.32000000000000023,0.9923068007540589,0.0076173998591994255,7.579938674373e-5,0.4223371575889711,0.2815581516945636
0.34000000000000025,0.9917963677505616,0.008120609445411259,8.302280402927426e-5,0.427285386239327,0.28485698078564264
0.36000000000000026,0.991152346201231,0.008746317311539227,0.00010133648723199724,0.4320422314671608,0.2880282227072183
0.3800000000000003,0.9905304454510735,0.009351057279771126,0.00011849726915790896,0.4366190495149909,0.2910794491423648
0.4000000000000003,0.9900409472401124,0.009835532521236309,0.00012352023865419304,0.44102620149940297,0.2940175658868524
0.4200000000000003,0.9896315423029035,0.01024720341436916,0.00012125428273033044,0.4452731681471978,0.2968488935330363
0.44000000000000034,0.9892161028722519,0.010662992088317131,0.00012090503943363872,0.4493686529388819,0.29957923119413904
0.46000000000000035,0.9890001625196273,0.010894015015670888,0.00010582246470460873,0.4533206634871802,0.302213918375956
0.48000000000000037,0.9886454393280667,0.011250327405673577,0.00010423326626204684,0.4571365896691866,0.30475788043519464
0.5000000000000003,0.9878073645187085,0.01205315236787033,0.0001394831134239886,0.46082326245125055,0.3072156768828276
0.5200000000000004,0.9876077517340138,0.012269487624099856,0.0001227606418898667,0.46438701796530696,0.3095915305745256
0.5400000000000004,0.9870383005683909,0.012824118259990101,0.00013758117162246305,0.46783374415226014,0.3118893626015347
0.5600000000000004,0.9867632801309684,0.013107472963287346,0.00012924690574735186,0.4711689176378008,0.31411282696981097
0.5800000000000004,0.9858019052723509,0.014020352148180856,0.00017774257947150024,0.4743976462126246,0.316265331147381
0.6000000000000004,0.9852767989137496,0.014534678268815795,0.0001885228174382748,0.47752470275773873,0.31835005784806825
0.6200000000000004,0.9842015848117167,0.01553970126019449,0.000258713928092454,0.4805545529487098,0.3203699867292456
0.6400000000000005,0.9833989974360483,0.016298581779430135,0.00030242078452514203,0.48349138172907696,0.32232791186381576
0.6600000000000005,0.9830770177996767,0.016637875946176533,0.00028510625414999275,0.4863391278566317,0.324226446400954
0.6800000000000005,0.9825934949505588,0.017117691995527647,0.0002888130539168522,0.4891014841686892,0.3260680573786672
0.7000000000000005,0.9817582795840633,0.01790346630718921,0.00033825410875127824,0.49178193119220864,0.32785506358111033
0.7200000000000005,0.980614739296024,0.01894691193009128,0.0004383487738886181,0.49438374493963555,0.32958965604332
0.7400000000000005,0.9790638342589151,0.020304891232707057,0.0006312745083816727,0.49691001163544724,0.33127390883896835
0.7600000000000006,0.9781699760838851,0.021119410024841367,0.0007106138912777379,0.49936365784864467,0.3329097720036262
0.7800000000000006,0.9765867272941945,0.022448914244019617,0.0009643584617898938,0.5017474560801275,0.3344990868277474
0.8000000000000006,0.9760357471872299,0.022997794003876436,0.0009664588088978101,0.5040640220188266,0.33604360755094104
0.8200000000000006,0.9750846663990351,0.023840285125535165,0.0010750484754341212,0.5063158568931924,0.3375449762443162
0.8400000000000006,0.9740699393642993,0.024723853792962,0.0012062068427433834,0.5085053061161624,0.3390047798688596
0.8600000000000007,0.9734484787310953,0.025325184778611502,0.0012263364902982048,0.5106346240956975,0.3404244998004686
0.8800000000000007,0.973647468325637,0.02532723587803837,0.001025295796329068,0.512705948733896,0.34180555044131306
0.9000000000000007,0.9726886747551425,0.026177094585576984,0.0011342306592846435,0.5147213156472399,0.34314927701040066
0.9200000000000007,0.9709592036488673,0.027567047882382487,0.00147374846875475,0.5166826296515667,0.34445699508028976
0.9400000000000007,0.9708713572887541,0.02779326686959688,0.001335375841653491,0.5185917334496257,0.3457299320197546
0.9600000000000007,0.9702914157003834,0.028363774677704894,0.0013448096219163036,0.5204504137249991,0.34696923022509296
0.9800000000000008,0.9692079555778187,0.029290987246746475,0.0015010571754398684,0.5222603335619763,0.3481760232972278
1.0000000000000007,0.9685573603409307,0.029911685748229527,0.001530953910844312,0.5240230882134482,0.3493513882107874
1.0199999999999985,0.9671314826517461,0.031064789222865156,0.0018037281253929028,0.5257401996593769,0.3504963580934281
1.0399999999999963,0.9668533221272649,0.03143217525437914,0.001714502618359804,0.527413147029783,0.3516118985957807
1.059999999999994,0.9661032309452529,0.03212067444941149,0.001776094605340003,0.5290433435748841,0.35269893721797574
1.0799999999999919,0.9667613003004882,0.03181643009731523,0.0014222696022016409,0.5306321445433423,0.35375836127534915
1.0999999999999897,0.9666803473667394,0.03201491005312073,0.001304742580144959,0.5321808705413268,0.35479099996974733
1.1199999999999875,0.9658737246484894,0.032748495340918296,0.0013777800105979243,0.5336907222117073,0.355797714762293
1.1399999999999852,0.96424704003171,0.03407332016057118,0.001679639807724158,0.5351628540263333,0.3567793302863709
1.159999999999983,0.9642535913819343,0.03421882772135323,0.0015275808967178362,0.5365984408103452,0.35773657221050464
1.1799999999999808,0.9628257605380184,0.035392177530274675,0.0017820619317116735,0.5379985717679944,0.35867017730751233
1.1999999999999786,0.9617172357082575,0.0363286886633172,0.001954075628430122,0.5393642731865662,0.35958087457677296
1.2199999999999764,0.9609882392645949,0.03700010243342187,0.0020116583019882876,0.5406965708186607,0.3604693264405875
1.2399999999999742,0.9601604332571054,0.03773903342987757,0.002100533313021992,0.5419964325524971,0.36133618942424534
1.259999999999972,0.9601170513497878,0.03793615171433613,0.0019467969358803584,0.5432648324221173,0.3621820532854642
1.2799999999999698,0.9575044568847512,0.039870774977780604,0.002624768137472592,0.5445026647563059,0.3630075298103516
1.2999999999999676,0.95705269461525,0.040359076971886794,0.0025882284128674886,0.545710735283783,0.3638132644728794
1.3199999999999654,0.9552004141980669,0.04173967125091732,0.003059914551020151,0.5468899242956053,0.36459977587024506
1.3399999999999632,0.9539135651155787,0.042746780790656,0.003339654093769958,0.5480410199126908,0.36536762489833036
1.359999999999961,0.954332466751096,0.04270217343242727,0.002965359816481064,0.5491648551549724,0.366117279981891
1.3799999999999588,0.9537159273971554,0.043296515504198725,0.002987557098649757,0.5502622077870567,0.366849219394771
1.3999999999999566,0.952854072286479,0.04404559956414387,0.0031003281493810894,0.5513337533261069,0.3675639802937828
1.4199999999999544,0.9513207366949487,0.04520756182478764,0.003471701480268048,0.5523802070632424,0.36826201862353103
1.4399999999999522,0.9504396652084491,0.04596300247610395,0.0035973323154521297,0.5534022162407118,0.36894381875781496
1.45999999999995,0.9488600403559685,0.04713041225489502,0.004009547389142524,0.5544004452836111,0.36960980998610954
1.4799999999999478,0.9480600088726339,0.047833084758475926,0.00410690636889612,0.5553755121009011,0.3702604318370446
1.4999999999999456,0.9465916310410437,0.04891785063773022,0.004490518321231482,0.5563280984251305,0.37089602527566334
1.5199999999999434,0.9469027707014708,0.048978525158388714,0.0041187041401457855,0.5572587823542582,0.3715170016167495
1.5399999999999412,0.9482968942078875,0.04834488891281588,0.0033582168793021123,0.5581681606865548,0.3721237215685083
1.559999999999939,0.9462011104342032,0.049848267367845575,0.003950622197957529,0.5590567872319133,0.37271655822814825
1.5799999999999368,0.9421164116869135,0.052408032519620104,0.0054755557934728395,0.5599250432587832,0.37329602787464006
1.5999999999999346,0.9399987853706951,0.053786711003969916,0.006214503625340901,0.5607734184058926,0.3738625102336837
1.6199999999999324,0.9359700601432132,0.05602865106367043,0.008001288793122023,0.5616025103595119,0.3744162499179832
1.6399999999999302,0.9340766274488579,0.05720150453695697,0.008721868014190925,0.5624127675974644,0.37495761474523226
1.659999999999928,0.9323205177626773,0.05829545924167892,0.00938402299564901,0.5632046763426952,0.3754869097943325
1.6799999999999258,0.9280784581146935,0.06036550289152762,0.01155603899378363,0.5639787007652486,0.3760044381641002
1.6999999999999236,0.9306638066670486,0.059673911146299725,0.00966228218665636,0.5647353542179231,0.3765104306520804
1.7199999999999214,0.9282865237793619,0.0610036691375192,0.010709807083123326,0.5654751092394752,0.3770051366222902
1.7399999999999192,0.9290265045061366,0.06104062117001252,0.009932874323855442,0.5661983586874948,0.3774888637022718
1.759999999999917,0.9247991060186159,0.06309419621292732,0.012106697768460845,0.5669054467424132,0.3779619475703351
1.7799999999999148,0.9248776849753558,0.06342403178872066,0.011698283235927764,0.5675968435783898,0.37842457803942336
1.7999999999999126,0.9275650436392824,0.06265717675754645,0.009777779603175626,0.5682730570648697,0.37887688807585396
1.8199999999999104,0.9229405295315425,0.06490158812090169,0.012157882347560085,0.5689343586692043,0.37931922858443806
1.8399999999999082,0.9214682242070193,0.06582943524450093,0.012702340548484233,0.5695809325067788,0.3797520200153257
1.859999999999906,0.9135707791557686,0.06897503409018534,0.017454186754050048,0.5702129912605909,0.380175637072294
1.8799999999999037,0.9069225114754125,0.07138817349080147,0.021689315033790416,0.5708307942615966,0.38059039123272614
1.8999999999999015,0.9040502453882225,0.07261080245603857,0.023338952155742755,0.5714348134443407,0.38099636536622755
1.9199999999998993,0.9072701206970577,0.07212142591885695,0.020608453384089242,0.5720255711439279,0.3813935764871979
1.9399999999998971,0.9068955430470126,0.07264394020029352,0.020460516752697444,0.5726036031134816,0.3817820132634932
1.959999999999895,0.9128728004729219,0.07111780847852081,0.01600939104856077,0.5731692738285424,0.38216182121594083
1.9799999999998927,0.9124560188772265,0.07164047892636492,0.015903502196411262,0.5737229534224239,0.38253312626582814
1.9999999999998905,0.9092211959447024,0.07312717297422167,0.017651631081078523,0.5742647563525092,0.3828962965314385
2.0199999999998886,0.9067571837731223,0.07432272491964499,0.018920091307235244,0.574794689393444,0.38325179477869725
2.0399999999998863,0.9128049433151745,0.07261428533158415,0.01458077135324328,0.5753132710089655,0.3835995594751239
2.059999999999884,0.9102943471907107,0.07389735274600305,0.015808300063288185,0.5758208437970149,0.3839396927533325
2.079999999999882,0.9104105719567873,0.0742240406009689,0.015365387442244732,0.5763175926460766,0.3842724426469862
2.0999999999998797,0.9104412192553161,0.0745726035531075,0.01498617719157801,0.576803524338312,0.38459822386441406
2.1199999999998775,0.9081230476675589,0.07578458698362692,0.01609236534881635,0.577279110143398,0.3849169755567377
2.1399999999998753,0.9118366213171628,0.07472886172444003,0.013434516958398899,0.5777445559106978,0.38522889157357687
2.159999999999873,0.9063990388220704,0.07713850322210111,0.016462457955830602,0.5781999962408088,0.3855342266259578
2.179999999999871,0.9044385506380832,0.07820051840370232,0.01736093095821703,0.5786455918581882,0.3858331992353453
2.1999999999998687,0.9049613307816529,0.07838126277878031,0.01665740643957001,0.5790817211184046,0.38612580053585144
2.2199999999998665,0.900636366531174,0.08025138789408097,0.01911224557474838,0.5795084630955962,0.3864123114845922
2.2399999999998643,0.8992550439859286,0.08108804243314435,0.019656913580930382,0.5799259516012436,0.3866929491296237
2.259999999999862,0.8962300122819014,0.0824470697033544,0.021322918014748036,0.5803344237190879,0.3869678183511209
2.27999999999986,0.8945492348290229,0.08336587281317577,0.02208489235780522,0.5807344065247747,0.38723672540769866
2.2999999999998577,0.892431575703834,0.08440870796335546,0.023159716332814474,0.5811257125937183,0.38750018268482656
2.3199999999998555,0.8886212647808728,0.08592858776849943,0.025450147450631785,0.5815083467196817,0.387758502223279
2.3399999999998533,0.8889908830417342,0.08622202299850762,0.024787093959762113,0.5818830921470687,0.38801120972501446
2.359999999999851,0.892868283504116,0.08542363821358943,0.021708078282299353,0.5822500721800944,0.3882584831737109
